155;arms_factory;2949.00;10.45;1720.00;2.48;0
155;arms_factory;2958.00;10.55;1712.00;5.15;0
155;arms_factory;2958.00;10.40;1727.00;0.42;0
155;arms_factory;2949.00;9.50;1716.00;4.54;0
155;arms_factory;2946.00;10.68;1731.00;5.76;0
155;arms_factory;2948.00;10.00;1713.00;3.59;0
155;industrial_complex;2939.00;10.57;1720.00;0.33;0
155;industrial_complex;2946.00;9.95;1704.00;1.53;0
155;industrial_complex;2934.00;10.57;1713.00;5.65;0
155;industrial_complex;2964.00;9.88;1710.00;2.04;0
155;industrial_complex;2965.00;9.82;1732.00;5.06;0
155;industrial_complex;2959.00;9.80;1704.00;6.26;0
155;air_base;2943.00;10.55;1728.00;4.10;0
155;supply_node;2957.00;10.32;1713.00;0.92;0
155;supply_node;2941.00;10.60;1727.00;3.86;0
155;supply_node;2957.00;10.15;1722.00;5.34;0
155;supply_node;2943.00;9.88;1709.00;3.10;0
155;supply_node;2969.00;9.80;1711.00;4.57;0
155;supply_node;2948.00;10.28;1719.00;1.23;0
155;supply_node;2956.00;9.85;1707.00;5.27;0
155;supply_node;2968.00;9.80;1719.00;0.46;0
155;supply_node;2950.00;11.00;1732.00;3.40;0
155;supply_node;2952.00;10.00;1701.00;5.99;0
155;supply_node;2968.00;9.75;1701.00;2.64;0
155;supply_node;2961.00;10.40;1729.00;5.57;0
155;supply_node;2962.00;9.80;1701.00;1.87;0
155;supply_node;2937.00;10.25;1717.00;4.81;0
155;supply_node;2970.00;9.80;1730.00;0.01;0
155;bunker;2942.00;9.85;1708.00;2.71;0
155;bunker;2965.00;10.00;1707.00;5.73;0
155;bunker;2953.00;9.95;1701.00;2.11;0
155;bunker;2957.00;9.80;1704.00;4.78;0
155;bunker;2965.00;9.80;1709.00;2.61;0
155;bunker;2955.00;10.62;1734.00;2.72;0
155;bunker;2956.00;10.45;1723.00;0.56;0
155;bunker;2960.00;10.40;1728.00;3.22;0
155;bunker;2958.00;10.55;1712.00;4.78;0
155;bunker;2967.00;9.80;1732.00;1.16;0
155;bunker;2938.00;10.25;1713.00;5.28;0
155;bunker;2970.00;9.80;1716.00;0.21;0
155;bunker;2970.00;10.00;1706.00;3.23;0
155;bunker;2937.00;10.57;1724.00;1.07;0
155;bunker;2952.00;10.53;1723.00;3.73;0
155;anti_air_building;2943.00;10.50;1729.00;0.11;0
155;anti_air_building;2965.00;10.00;1705.00;1.67;0
155;anti_air_building;2957.00;10.23;1709.00;5.80;0
155;synthetic_refinery;2968.00;9.75;1702.00;0.72;0
155;fuel_silo;2949.00;10.50;1723.00;4.84;0
155;radar_station;2953.00;9.62;1718.00;1.19;0
155;rocket_site;2970.00;9.80;1712.00;2.78;0
155;nuclear_reactor;2972.00;9.70;1729.00;5.45;0
1;arms_factory;2828.00;13.23;1635.00;2.40;0
1;arms_factory;2824.00;11.23;1638.00;5.07;0
1;arms_factory;2827.00;11.60;1629.00;1.45;0
1;arms_factory;2827.00;13.68;1634.00;4.47;0
1;arms_factory;2826.00;10.45;1628.00;0.85;0
1;arms_factory;2829.00;11.20;1638.00;3.51;0
1;industrial_complex;2825.00;9.68;1625.00;1.35;0
1;industrial_complex;2828.00;12.40;1637.00;1.46;0
1;industrial_complex;2823.00;10.85;1638.00;5.58;0
1;industrial_complex;2829.00;12.40;1633.00;1.96;0
1;industrial_complex;2824.00;11.50;1633.00;6.08;0
1;industrial_complex;2825.00;9.98;1628.00;6.18;0
1;air_base;2824.00;10.30;1630.00;4.02;0
1;supply_node;2825.00;9.60;1624.00;0.98;0
1;supply_node;2829.00;11.70;1637.00;5.02;0
1;supply_node;2823.00;10.88;1633.00;1.67;0
1;naval_base;2827.00;9.50;1619.00;-1.57;5579
1;naval_base;2824.00;9.50;1641.00;-2.98;5555
1;naval_base;2823.00;10.25;1639.00;-2.60;5555
1;bunker;2822.00;10.00;1632.00;4.54;0
1;bunker;2829.00;12.40;1633.00;5.74;0
1;bunker;2829.00;12.05;1629.00;3.58;0
1;coastal_bunker;2819.00;9.50;1637.00;-2.60;0
1;coastal_bunker;2830.00;11.12;1627.00;-1.57;0
1;coastal_bunker;2830.00;9.50;1643.00;-2.98;0
1;dockyard;2828.00;9.50;1620.00;-1.57;0
1;anti_air_building;2828.00;12.80;1631.00;5.05;0
1;anti_air_building;2825.00;9.68;1625.00;6.25;0
1;anti_air_building;2826.00;11.32;1630.00;4.09;0
1;synthetic_refinery;2825.00;12.55;1637.00;0.47;0
1;fuel_silo;2829.00;11.70;1637.00;2.04;0
1;radar_station;2826.00;13.00;1633.00;6.28;0
1;rocket_site;2825.00;9.98;1628.00;2.54;0
1;nuclear_reactor;2825.00;12.23;1633.00;3.74;0
2;arms_factory;2891.00;11.50;1625.00;1.45;0
2;arms_factory;2870.00;9.70;1632.00;4.47;0
2;arms_factory;2872.00;9.53;1629.00;0.85;0
2;arms_factory;2883.00;9.90;1623.00;3.51;0
2;arms_factory;2869.00;9.90;1637.00;1.35;0
2;arms_factory;2894.00;11.65;1625.00;1.46;0
2;industrial_complex;2892.00;10.00;1619.00;5.58;0
2;industrial_complex;2875.00;10.28;1634.00;1.96;0
2;industrial_complex;2875.00;9.80;1631.00;6.08;0
2;industrial_complex;2877.00;10.20;1637.00;6.18;0
2;industrial_complex;2871.00;11.00;1640.00;4.02;0
2;industrial_complex;2885.00;11.53;1633.00;0.41;0
2;air_base;2884.00;9.70;1622.00;3.07;0
2;supply_node;2896.00;10.28;1620.00;1.67;0
2;supply_node;2868.00;9.80;1637.00;3.15;0
2;supply_node;2879.00;10.40;1638.00;0.91;0
2;supply_node;2880.00;9.88;1626.00;2.39;0
2;supply_node;2873.00;9.70;1630.00;5.32;0
2;supply_node;2887.00;9.93;1621.00;1.63;0
2;supply_node;2891.00;12.43;1629.00;4.56;0
2;naval_base;2879.00;9.50;1620.00;-0.32;5656
2;naval_base;2870.00;9.50;1629.00;-0.79;5656
2;naval_base;2865.00;9.50;1635.00;-0.79;5579
2;naval_base;2896.00;9.50;1617.00;0.67;1452
2;naval_base;2898.00;9.50;1614.00;0.20;1452
2;bunker;2879.00;10.03;1633.00;6.25;0
2;bunker;2893.00;10.75;1622.00;4.09;0
2;bunker;2877.00;10.18;1636.00;0.47;0
2;bunker;2882.00;10.15;1625.00;2.04;0
2;bunker;2889.00;11.55;1626.00;4.70;0
2;bunker;2871.00;11.00;1640.00;2.54;0
2;bunker;2889.00;12.32;1632.00;3.74;0
2;coastal_bunker;2898.00;9.50;1615.00;0.20;0
2;coastal_bunker;2875.00;9.50;1623.00;-0.32;0
2;coastal_bunker;2886.00;9.50;1617.00;-0.64;0
2;coastal_bunker;2865.00;9.50;1634.00;-0.79;0
2;coastal_bunker;2872.00;9.50;1627.00;-0.79;0
2;dockyard;2899.00;9.50;1614.00;0.20;0
2;anti_air_building;2881.00;9.78;1624.00;4.25;0
2;anti_air_building;2871.00;10.68;1639.00;0.99;0
2;anti_air_building;2867.00;9.70;1636.00;3.66;0
2;synthetic_refinery;2889.00;12.18;1629.00;0.04;0
2;fuel_silo;2893.00;9.65;1618.00;2.70;0
2;radar_station;2882.00;10.38;1629.00;0.18;0
2;rocket_site;2881.00;10.07;1627.00;0.64;0
2;nuclear_reactor;2877.00;10.18;1636.00;4.76;0
3;arms_factory;2792.00;10.32;1713.00;0.85;0
3;arms_factory;2804.00;16.90;1701.00;3.51;0
3;arms_factory;2808.00;15.18;1712.00;1.35;0
3;arms_factory;2794.00;9.55;1708.00;1.46;0
3;arms_factory;2810.00;15.18;1710.00;5.58;0
3;arms_factory;2806.00;16.23;1704.00;1.96;0
